Year,system,District,Subject,Percent P/A
2013,40.0,Bledsoe County,Graduation Rate,81.0
2012,40.0,Bledsoe County,Graduation Rate,77.4
2011,40.0,Bledsoe County,Graduation Rate,NA
2015,40.0,Bledsoe County,Math,41.1
2014,40.0,Bledsoe County,Math,40.2
2013,40.0,Bledsoe County,Math,45.7
2012,40.0,Bledsoe County,Math,44.4
2011,40.0,Bledsoe County,Math,35.4
2015,40.0,Bledsoe County,ELA,35.4
2014,40.0,Bledsoe County,ELA,40.5
2013,40.0,Bledsoe County,ELA,40.1
2012,40.0,Bledsoe County,ELA,37.8
2011,40.0,Bledsoe County,ELA,37.3
2015,40.0,Bledsoe County,Science,56.2
2014,40.0,Bledsoe County,Science,60.5
2013,40.0,Bledsoe County,Science,60.4
2012,40.0,Bledsoe County,Science,59.8
2011,40.0,Bledsoe County,Science,56.7
2015,50.0,Blount County,Algebra I,73.2
2014,50.0,Blount County,Algebra I,71.7
2013,50.0,Blount County,Algebra I,66.9
2012,50.0,Blount County,Algebra I,60.5
2011,50.0,Blount County,Algebra I,54.2
2015,50.0,Blount County,Algebra II,59.8
2014,50.0,Blount County,Algebra II,54.0
2013,50.0,Blount County,Algebra II,42.5
2012,50.0,Blount County,Algebra II,33.0
2011,50.0,Blount County,Algebra II,NA
2015,50.0,Blount County,Biology I,65.2
2014,50.0,Blount County,Biology I,65.6
2013,50.0,Blount County,Biology I,66.4
2012,50.0,Blount County,Biology I,61.5
2011,50.0,Blount County,Biology I,48.9
2015,50.0,Blount County,Chemistry,45.4
2014,50.0,Blount County,Chemistry,27.2
2013,50.0,Blount County,Chemistry,NA
2012,50.0,Blount County,Chemistry,NA
2011,50.0,Blount County,Chemistry,NA
2015,50.0,Blount County,English I,71.8
2014,50.0,Blount County,English I,77.2
2013,50.0,Blount County,English I,72.9
2012,50.0,Blount County,English I,66.1
2011,50.0,Blount County,English I,68.5
2015,50.0,Blount County,English II,65.9
2014,50.0,Blount County,English II,69.7
2013,50.0,Blount County,English II,56.6
2012,50.0,Blount County,English II,61.4
2011,50.0,Blount County,English II,63.0
2015,50.0,Blount County,English III,45.3
2014,50.0,Blount County,English III,37.8
2013,50.0,Blount County,English III,44.7
2012,50.0,Blount County,English III,40.0
2011,50.0,Blount County,English III,NA
2015,50.0,Blount County,Graduation Rate,89.1
2014,50.0,Blount County,Graduation Rate,91.4
2013,50.0,Blount County,Graduation Rate,90.6
2012,50.0,Blount County,Graduation Rate,90.0
2011,50.0,Blount County,Graduation Rate,NA
2015,50.0,Blount County,Math,50.5
2014,50.0,Blount County,Math,52.2
2013,50.0,Blount County,Math,52.2
2012,50.0,Blount County,Math,48.4
2011,50.0,Blount County,Math,41.8
2015,50.0,Blount County,ELA,46.3
2014,50.0,Blount County,ELA,50.8
2013,50.0,Blount County,ELA,51.6
2012,50.0,Blount County,ELA,50.9
2011,50.0,Blount County,ELA,47.4
2015,50.0,Blount County,Science,68.4
2014,50.0,Blount County,Science,67.6
2013,50.0,Blount County,Science,68.3
2012,50.0,Blount County,Science,64.8
2011,50.0,Blount County,Science,56.6
2015,274.0,Bradford SSD,Algebra I,94.5
2014,274.0,Bradford SSD,Algebra I,94.8
2013,274.0,Bradford SSD,Algebra I,90.6
2012,274.0,Bradford SSD,Algebra I,82.9
2011,274.0,Bradford SSD,Algebra I,66.0
2015,274.0,Bradford SSD,Algebra II,92.6
2014,274.0,Bradford SSD,Algebra II,79.3
2013,274.0,Bradford SSD,Algebra II,84.1
2012,274.0,Bradford SSD,Algebra II,89.6
2011,274.0,Bradford SSD,Algebra II,NA
2015,274.0,Bradford SSD,Biology I,87.9
2014,274.0,Bradford SSD,Biology I,79.3
2013,274.0,Bradford SSD,Biology I,75.7
2012,274.0,Bradford SSD,Biology I,70.0
2011,274.0,Bradford SSD,Biology I,78.8
2015,274.0,Bradford SSD,Chemistry,66.6
2014,274.0,Bradford SSD,Chemistry,45.4
2013,274.0,Bradford SSD,Chemistry,NA
2012,274.0,Bradford SSD,Chemistry,NA
2011,274.0,Bradford SSD,Chemistry,NA
2015,274.0,Bradford SSD,English I,81.8
2014,274.0,Bradford SSD,English I,70.7
2013,274.0,Bradford SSD,English I,86.2
2012,274.0,Bradford SSD,English I,52.5
2011,274.0,Bradford SSD,English I,75.6
2015,274.0,Bradford SSD,English II,68.4
2014,274.0,Bradford SSD,English II,85.8
2013,274.0,Bradford SSD,English II,74.3
2012,274.0,Bradford SSD,English II,65.9
2011,274.0,Bradford SSD,English II,60.5
2015,274.0,Bradford SSD,English III,70.3
2014,274.0,Bradford SSD,English III,44.1
2013,274.0,Bradford SSD,English III,34.0
2012,274.0,Bradford SSD,English III,43.9
2011,274.0,Bradford SSD,English III,NA
2015,274.0,Bradford SSD,Graduation Rate,100.0
2014,274.0,Bradford SSD,Graduation Rate,93.2
2013,274.0,Bradford SSD,Graduation Rate,100.0
2012,274.0,Bradford SSD,Graduation Rate,96.2
2011,274.0,Bradford SSD,Graduation Rate,NA
2015,274.0,Bradford SSD,Math,73.3
2014,274.0,Bradford SSD,Math,76.5
2013,274.0,Bradford SSD,Math,73.6
2012,274.0,Bradford SSD,Math,61.7
2011,274.0,Bradford SSD,Math,55.4
2015,274.0,Bradford SSD,ELA,56.4
2014,274.0,Bradford SSD,ELA,59.9
2013,274.0,Bradford SSD,ELA,62.5
2012,274.0,Bradford SSD,ELA,55.6
2011,274.0,Bradford SSD,ELA,54.2
2015,274.0,Bradford SSD,Science,75.4
2014,274.0,Bradford SSD,Science,78.2
2013,274.0,Bradford SSD,Science,78.4
2012,274.0,Bradford SSD,Science,67.3
2011,274.0,Bradford SSD,Science,60.2
2015,60.0,Bradley County,Algebra I,0.0
2014,60.0,Bradley County,Algebra I,64.5
2013,60.0,Bradley County,Algebra I,68.5
2012,60.0,Bradley County,Algebra I,61.0
2011,60.0,Bradley County,Algebra I,47.2
2015,60.0,Bradley County,Algebra II,59.5
2014,60.0,Bradley County,Algebra II,43.3
2013,60.0,Bradley County,Algebra II,47.5
2012,60.0,Bradley County,Algebra II,30.0
2011,60.0,Bradley County,Algebra II,NA
2015,60.0,Bradley County,Biology I,64.1
2014,60.0,Bradley County,Biology I,66.6
2013,60.0,Bradley County,Biology I,68.2
2012,60.0,Bradley County,Biology I,62.5
2011,60.0,Bradley County,Biology I,48.1
2015,60.0,Bradley County,Chemistry,55.7
2014,60.0,Bradley County,Chemistry,25.9
2013,60.0,Bradley County,Chemistry,NA
2012,60.0,Bradley County,Chemistry,NA
2011,60.0,Bradley County,Chemistry,NA
2015,60.0,Bradley County,English I,74.3
2014,60.0,Bradley County,English I,72.3
2013,60.0,Bradley County,English I,71.2
2012,60.0,Bradley County,English I,71.3
2011,60.0,Bradley County,English I,73.5
2015,60.0,Bradley County,English II,66.4
2014,60.0,Bradley County,English II,65.8
2013,60.0,Bradley County,English II,60.3
2012,60.0,Bradley County,English II,62.5
2011,60.0,Bradley County,English II,56.4
2015,60.0,Bradley County,English III,38.2
2014,60.0,Bradley County,English III,35.1
2013,60.0,Bradley County,English III,42.8
2012,60.0,Bradley County,English III,39.3
2011,60.0,Bradley County,English III,NA
2015,60.0,Bradley County,Graduation Rate,93.1
2014,60.0,Bradley County,Graduation Rate,89.8
2013,60.0,Bradley County,Graduation Rate,93.9
2012,60.0,Bradley County,Graduation Rate,87.6
2011,60.0,Bradley County,Graduation Rate,NA
2015,60.0,Bradley County,Math,57.1
2014,60.0,Bradley County,Math,46.5
2013,60.0,Bradley County,Math,50.4
2012,60.0,Bradley County,Math,46.9
2011,60.0,Bradley County,Math,40.9
2015,60.0,Bradley County,ELA,52.4
2014,60.0,Bradley County,ELA,52.4
2013,60.0,Bradley County,ELA,54.0
2012,60.0,Bradley County,ELA,52.5
2011,60.0,Bradley County,ELA,51.1
2015,60.0,Bradley County,Science,65.9
2014,60.0,Bradley County,Science,65.9
2013,60.0,Bradley County,Science,64.6
2012,60.0,Bradley County,Science,62.3
2011,60.0,Bradley County,Science,58.6
2015,821.0,Bristol City,Algebra I,67.1
2014,821.0,Bristol City,Algebra I,74.3
2013,821.0,Bristol City,Algebra I,67.4
2012,821.0,Bristol City,Algebra I,78.3
2011,821.0,Bristol City,Algebra I,72.7
2015,821.0,Bristol City,Algebra II,61.0
2014,821.0,Bristol City,Algebra II,56.4
2013,821.0,Bristol City,Algebra II,55.9
2012,821.0,Bristol City,Algebra II,54.9
2011,821.0,Bristol City,Algebra II,NA
2015,821.0,Bristol City,Biology I,65.4
2014,821.0,Bristol City,Biology I,70.6
2013,821.0,Bristol City,Biology I,78.5
2012,821.0,Bristol City,Biology I,69.2
2011,821.0,Bristol City,Biology I,62.8
2015,821.0,Bristol City,Chemistry,65.5
2014,821.0,Bristol City,Chemistry,58.5
2013,821.0,Bristol City,Chemistry,NA
2012,821.0,Bristol City,Chemistry,NA
2011,821.0,Bristol City,Chemistry,NA
2015,821.0,Bristol City,English I,75.5
2014,821.0,Bristol City,English I,75.4
2013,821.0,Bristol City,English I,75.1
2012,821.0,Bristol City,English I,76.5
2011,821.0,Bristol City,English I,76.3
2015,821.0,Bristol City,English II,73.4
2014,821.0,Bristol City,English II,75.5
2013,821.0,Bristol City,English II,74.8
2012,821.0,Bristol City,English II,69.8
2011,821.0,Bristol City,English II,70.8
2015,821.0,Bristol City,English III,54.1
2014,821.0,Bristol City,English III,59.7
2013,821.0,Bristol City,English III,53.3
2012,821.0,Bristol City,English III,52.5
2011,821.0,Bristol City,English III,NA
2015,821.0,Bristol City,Graduation Rate,88.7
2014,821.0,Bristol City,Graduation Rate,89.5
2013,821.0,Bristol City,Graduation Rate,91.3
2012,821.0,Bristol City,Graduation Rate,83.7
2011,821.0,Bristol City,Graduation Rate,NA
2015,821.0,Bristol City,Math,63.3
2014,821.0,Bristol City,Math,55.6
2013,821.0,Bristol City,Math,56.9
2012,821.0,Bristol City,Math,54.9
2011,821.0,Bristol City,Math,46.4
2015,821.0,Bristol City,ELA,55.3
2014,821.0,Bristol City,ELA,54.3
2013,821.0,Bristol City,ELA,54.6
2012,821.0,Bristol City,ELA,55.6
2011,821.0,Bristol City,ELA,51.8
2015,821.0,Bristol City,Science,76.5
2014,821.0,Bristol City,Science,74.0
2013,821.0,Bristol City,Science,70.8
2012,821.0,Bristol City,Science,71.6
2011,821.0,Bristol City,Science,60.7
2015,70.0,Campbell County,Algebra I,71.6
2014,70.0,Campbell County,Algebra I,53.8
2013,70.0,Campbell County,Algebra I,47.9
2012,70.0,Campbell County,Algebra I,47.3
2011,70.0,Campbell County,Algebra I,46.6
2015,70.0,Campbell County,Algebra II,22.0
2014,70.0,Campbell County,Algebra II,21.4
2013,70.0,Campbell County,Algebra II,29.5
2012,70.0,Campbell County,Algebra II,22.7
2011,70.0,Campbell County,Algebra II,NA
2015,70.0,Campbell County,Biology I,49.0
2014,70.0,Campbell County,Biology I,46.5
2013,70.0,Campbell County,Biology I,55.2
2012,70.0,Campbell County,Biology I,35.7
2011,70.0,Campbell County,Biology I,34.9
2015,70.0,Campbell County,Chemistry,16.1
2014,70.0,Campbell County,Chemistry,14.0
2013,70.0,Campbell County,Chemistry,NA
2012,70.0,Campbell County,Chemistry,NA
2011,70.0,Campbell County,Chemistry,NA
2015,70.0,Campbell County,English I,60.6
2014,70.0,Campbell County,English I,57.4
2013,70.0,Campbell County,English I,61.5
2012,70.0,Campbell County,English I,50.6
2011,70.0,Campbell County,English I,55.0
2015,70.0,Campbell County,English II,51.1
2014,70.0,Campbell County,English II,52.4
2013,70.0,Campbell County,English II,44.8
2012,70.0,Campbell County,English II,52.4
2011,70.0,Campbell County,English II,52.9
2015,70.0,Campbell County,English III,39.8
2014,70.0,Campbell County,English III,26.9
2013,70.0,Campbell County,English III,33.9
2012,70.0,Campbell County,English III,25.8
2011,70.0,Campbell County,English III,NA
2015,70.0,Campbell County,Graduation Rate,87.6
2014,70.0,Campbell County,Graduation Rate,80.7
2013,70.0,Campbell County,Graduation Rate,82.4
2012,70.0,Campbell County,Graduation Rate,84.7
2011,70.0,Campbell County,Graduation Rate,NA
2015,70.0,Campbell County,Math,45.1
2014,70.0,Campbell County,Math,39.6
2013,70.0,Campbell County,Math,42.4
2012,70.0,Campbell County,Math,38.1
2011,70.0,Campbell County,Math,34.5
2015,70.0,Campbell County,ELA,36.7
2014,70.0,Campbell County,ELA,38.6
2013,70.0,Campbell County,ELA,40.9
2012,70.0,Campbell County,ELA,39.5
2011,70.0,Campbell County,ELA,39.9
2015,70.0,Campbell County,Science,51.2
2014,70.0,Campbell County,Science,48.3
2013,70.0,Campbell County,Science,45.4
2012,70.0,Campbell County,Science,43.6
2011,70.0,Campbell County,Science,38.9
2015,80.0,Cannon County,Algebra I,NA
2014,80.0,Cannon County,Algebra I,46.5
2013,80.0,Cannon County,Algebra I,51.7
2012,80.0,Cannon County,Algebra I,43.9
2011,80.0,Cannon County,Algebra I,31.9
2015,80.0,Cannon County,Algebra II,52.5
2014,80.0,Cannon County,Algebra II,43.2
2013,80.0,Cannon County,Algebra II,41.0
2012,80.0,Cannon County,Algebra II,17.6
2011,80.0,Cannon County,Algebra II,NA
2015,80.0,Cannon County,Biology I,66.9
2014,80.0,Cannon County,Biology I,59.1
2013,80.0,Cannon County,Biology I,48.4
2012,80.0,Cannon County,Biology I,49.2
2011,80.0,Cannon County,Biology I,68.2
2015,80.0,Cannon County,Chemistry,26.0
2014,80.0,Cannon County,Chemistry,16.0
2013,80.0,Cannon County,Chemistry,NA
2012,80.0,Cannon County,Chemistry,NA
2011,80.0,Cannon County,Chemistry,NA
2015,80.0,Cannon County,English I,65.7
2014,80.0,Cannon County,English I,67.1
2013,80.0,Cannon County,English I,67.4
2012,80.0,Cannon County,English I,66.8
2011,80.0,Cannon County,English I,56.8
2015,80.0,Cannon County,English II,61.2
2014,80.0,Cannon County,English II,58.0
2013,80.0,Cannon County,English II,58.8
2012,80.0,Cannon County,English II,48.0
2011,80.0,Cannon County,English II,53.7
2015,80.0,Cannon County,English III,23.7
2014,80.0,Cannon County,English III,34.3
2013,80.0,Cannon County,English III,28.0
2012,80.0,Cannon County,English III,24.3
2011,80.0,Cannon County,English III,NA
2015,80.0,Cannon County,Graduation Rate,95.1
2014,80.0,Cannon County,Graduation Rate,82.9
2013,80.0,Cannon County,Graduation Rate,89.0
2012,80.0,Cannon County,Graduation Rate,83.5
2011,80.0,Cannon County,Graduation Rate,NA
2015,80.0,Cannon County,Math,49.7
2014,80.0,Cannon County,Math,44.2
2013,80.0,Cannon County,Math,40.9
2012,80.0,Cannon County,Math,37.8
2011,80.0,Cannon County,Math,25.2
2015,80.0,Cannon County,ELA,45.1
2014,80.0,Cannon County,ELA,40.9
2013,80.0,Cannon County,ELA,45.3
2012,80.0,Cannon County,ELA,44.2
2011,80.0,Cannon County,ELA,39.9
2015,80.0,Cannon County,Science,62.9
2014,80.0,Cannon County,Science,64.0
2013,80.0,Cannon County,Science,62.8
2012,80.0,Cannon County,Science,58.6
2011,80.0,Cannon County,Science,51.4
2015,100.0,Carter County,Algebra I,0.0
2014,100.0,Carter County,Algebra I,65.4
2013,100.0,Carter County,Algebra I,55.3
2012,100.0,Carter County,Algebra I,49.3
2011,100.0,Carter County,Algebra I,40.4
2015,100.0,Carter County,Algebra II,NA
2014,100.0,Carter County,Algebra II,28.9
2013,100.0,Carter County,Algebra II,25.2
2012,100.0,Carter County,Algebra II,6.6
2011,100.0,Carter County,Algebra II,NA
2015,100.0,Carter County,Biology I,70.3
2014,100.0,Carter County,Biology I,72.4
2013,100.0,Carter County,Biology I,59.3
2012,100.0,Carter County,Biology I,43.4
2011,100.0,Carter County,Biology I,54.3
2015,100.0,Carter County,Chemistry,23.5
2014,100.0,Carter County,Chemistry,15.1
2013,100.0,Carter County,Chemistry,NA
2012,100.0,Carter County,Chemistry,NA
2011,100.0,Carter County,Chemistry,NA
2015,100.0,Carter County,English I,69.1
2014,100.0,Carter County,English I,70.2
2013,100.0,Carter County,English I,63.6
2012,100.0,Carter County,English I,62.5
2011,100.0,Carter County,English I,66.0
2015,100.0,Carter County,English II,68.8
2014,100.0,Carter County,English II,59.3
2013,100.0,Carter County,English II,50.2
2012,100.0,Carter County,English II,54.1
2011,100.0,Carter County,English II,54.3
2015,100.0,Carter County,English III,43.2
2014,100.0,Carter County,English III,32.4
2013,100.0,Carter County,English III,37.0
2012,100.0,Carter County,English III,28.5
2011,100.0,Carter County,English III,NA
2015,100.0,Carter County,Graduation Rate,88.6
2014,100.0,Carter County,Graduation Rate,90.8
2013,100.0,Carter County,Graduation Rate,89.8
2012,100.0,Carter County,Graduation Rate,90.9
2011,100.0,Carter County,Graduation Rate,NA
2015,100.0,Carter County,Math,46.8
2014,100.0,Carter County,Math,38.6
2013,100.0,Carter County,Math,38.4
2012,100.0,Carter County,Math,38.1
2011,100.0,Carter County,Math,31.9
2015,100.0,Carter County,ELA,40.4
2014,100.0,Carter County,ELA,42.8
2013,100.0,Carter County,ELA,42.9
2012,100.0,Carter County,ELA,44.5
2011,100.0,Carter County,ELA,45.4
2015,100.0,Carter County,Science,64.0
2014,100.0,Carter County,Science,58.6
2013,100.0,Carter County,Science,59.1
2012,100.0,Carter County,Science,59.3
2011,100.0,Carter County,Science,54.4
2015,110.0,Cheatham County,Algebra I,0.0
2014,110.0,Cheatham County,Algebra I,64.8
2013,110.0,Cheatham County,Algebra I,62.4
2012,110.0,Cheatham County,Algebra I,54.8
2011,110.0,Cheatham County,Algebra I,50.8
2015,110.0,Cheatham County,Algebra II,NA
2014,110.0,Cheatham County,Algebra II,49.0
2013,110.0,Cheatham County,Algebra II,28.0
2012,110.0,Cheatham County,Algebra II,15.0
2011,110.0,Cheatham County,Algebra II,NA
2015,110.0,Cheatham County,Biology I,73.3
2014,110.0,Cheatham County,Biology I,70.5
2013,110.0,Cheatham County,Biology I,58.2
2012,110.0,Cheatham County,Biology I,65.5
2011,110.0,Cheatham County,Biology I,52.3
2015,110.0,Cheatham County,Chemistry,53.0
2014,110.0,Cheatham County,Chemistry,41.9
2013,110.0,Cheatham County,Chemistry,NA
2012,110.0,Cheatham County,Chemistry,NA
2011,110.0,Cheatham County,Chemistry,NA
2015,110.0,Cheatham County,English I,75.5
2014,110.0,Cheatham County,English I,68.3
2013,110.0,Cheatham County,English I,73.2
2012,110.0,Cheatham County,English I,75.3
2011,110.0,Cheatham County,English I,68.6
2015,110.0,Cheatham County,English II,57.7
2014,110.0,Cheatham County,English II,71.3
2013,110.0,Cheatham County,English II,68.0
2012,110.0,Cheatham County,English II,63.8
2011,110.0,Cheatham County,English II,64.4
2015,110.0,Cheatham County,English III,47.9
2014,110.0,Cheatham County,English III,46.7
2013,110.0,Cheatham County,English III,29.8
2012,110.0,Cheatham County,English III,30.8
2011,110.0,Cheatham County,English III,NA
2015,110.0,Cheatham County,Graduation Rate,91.2
2014,110.0,Cheatham County,Graduation Rate,86.1
2013,110.0,Cheatham County,Graduation Rate,91.9
2012,110.0,Cheatham County,Graduation Rate,84.2
2011,110.0,Cheatham County,Graduation Rate,NA
2015,110.0,Cheatham County,Math,55.7
2014,110.0,Cheatham County,Math,49.8
2013,110.0,Cheatham County,Math,44.7
2012,110.0,Cheatham County,Math,45.7
2011,110.0,Cheatham County,Math,44.5
2015,110.0,Cheatham County,ELA,46.4
2014,110.0,Cheatham County,ELA,47.7
2013,110.0,Cheatham County,ELA,48.4
2012,110.0,Cheatham County,ELA,49.0
2011,110.0,Cheatham County,ELA,51.7
2015,110.0,Cheatham County,Science,66.4
2014,110.0,Cheatham County,Science,67.8
2013,110.0,Cheatham County,Science,68.2
2012,110.0,Cheatham County,Science,70.5
2011,110.0,Cheatham County,Science,66.3
2015,120.0,Chester County,Algebra I,73.6
2014,120.0,Chester County,Algebra I,72.2
2013,120.0,Chester County,Algebra I,72.6
